25551,The Washington Wizards won a title in 1975.,True,False,False,False,"Washington_Wizards#12: They have won four conference titles -LRB- 1971 , 1975 , 1978 , 1979 -RRB- , and seven division titles -LRB- 1971 , 1972 , 1973 , 1974 , 1975 , 1979 , 2017 -RRB- . 1978 1978 NBA Finals 1971 1970–71 NBA season 1975 1974–75 NBA season 1979 1978–79 NBA season 1972 1971–72 NBA season 1973 1972–73 NBA season 1974 1973–74 NBA season 2017 2016–17 NBA season","The Washington Wizards (then Washington Bullets) did not win the NBA title in 1975; they lost the NBA Finals that year to the Golden State Warriors in 4 games, and their only NBA championship was in the 1977-78 season. Sources: Full List Of Washington Wizards NBA Titles - Champs or Chumps (https://champsorchumps.us/team/nba/washington-wizards/championships); NBA Champions by Year: Complete list of NBA Finals ... (https://www.foxsports.com/stories/nba/nba-champions-by-year-complete-list-of-nba-finals-winners)","FALSE. The Washington Wizards, known as the Washington Bullets at the time, did not win a title in 1975. They won their only NBA Championship in 1978.","FALSE. The 1975 NBA championship was won by the Golden State Warriors, who swept the Washington Bullets in the Finals. The Bullets/Wizards franchise won its lone title in 1978, not 1975."
26281,Legendary Entertainment has been a subsidiary of Wanda Group since 2016.,True,True,False,False,"Legendary_Entertainment#2: Since 2016 , Legendary has been a subsidiary of the Chinese conglomerate Wanda Group . Wanda Group Wanda Group","Wanda Group acquired Legendary Entertainment in 2016 for $3.5 billion, making Legendary a subsidiary of Wanda Group at that time. Sources: Irell Guides Wanda to $3.5B Acquisition of Legendary (https://www.irell.com/ourwork-recent-matters-101); Legendary Entertainment - Wikipedia (https://en.wikipedia.org/wiki/Legendary_Entertainment)","FALSE. Legendary Entertainment was acquired by Wanda Group in 2016, but it is no longer a subsidiary. In 2022, Legendary Entertainment entered into a new deal with Apollo Global Management, which took a significant stake in the company, reducing Wanda Group's ownership.","FALSE. Wanda did acquire Legendary in 2016, making it a subsidiary then, but Wanda later ceded control. By 2022, a controlling stake had been sold (reportedly to Apollo Global Management), so Legendary is no longer a Wanda subsidiary. (Minor uncertainty on exact transaction details, but control moved away from Wanda.)"
27416,"University of Chicago Law School is ranked first for ""Faculty quality based on American Academy of Arts and Sciences Membership.""",True,False,False,True,"University_of_Chicago_Law_School#6: Chicago is ranked second by Brian Leiter of the University of Chicago Law School on the `` Top 15 Schools From Which the Most ` Prestigious ' Law Firms Hire New Lawyers , '' and first for `` Faculty quality based on American Academy of Arts and Sciences Membership . '' Chicago Chicago University of Chicago University of Chicago Brian Leiter Brian Leiter","The University of Chicago Law School is highly ranked in many categories but there is no evidence it is ranked first specifically for ""Faculty quality based on American Academy of Arts and Sciences Membership"" in the provided sources. Sources: University of Chicago Law School (https://en.wikipedia.org/wiki/University_of_Chicago_Law_School); Six UChicago scholars elected to American Academy ... (https://news.uchicago.edu/story/six-uchicago-scholars-elected-american-academy-arts-and-sciences-2024)","FALSE. The University of Chicago Law School is highly regarded, but it is not specifically ranked first for ""Faculty quality based on American Academy of Arts and Sciences Membership."" Rankings can vary by source and criteria, and this specific claim does not align with widely recognized rankings or metrics.","TRUE. Explanation: In Brian Leiter’s Law School Rankings, which include a metric for faculty quality based on per‑capita membership in the American Academy of Arts & Sciences, the University of Chicago Law School has ranked first on that measure (in multiple editions). Note: rankings are year-specific, but Chicago has held the top spot for this particular metric."
32429,"Benjamin Franklin was born on April 17th, 1790.",True,False,False,False,"Benjamin_Franklin#0: Benjamin Franklin FRS , FRSE -LRB- April 17 , 1790 -RRB- was one of the Founding Fathers of the United States . FRS Fellow of the Royal Society FRSE Royal Society of Edinburgh Founding Fathers of the United States Founding Fathers of the United States","Benjamin Franklin was born on January 17, 1706, not April 17, 1790, which is actually the date of his death. Sources: Benjamin Franklin (https://www.battlefields.org/learn/biographies/benjamin-franklin); Benjamin Franklin | Biography, Inventions, Books ... (https://www.britannica.com/biography/Benjamin-Franklin)","FALSE. Benjamin Franklin was born on January 17, 1706. April 17, 1790, is actually the date of his death.","FALSE. Benjamin Franklin was born on January 17, 1706 (Old Style Jan 6); April 17, 1790 is the date of his death."
34461,"Jewell is best known for her song ""Love or Lust,"" featured in Bill Duke's film, Deep Cover.",True,True,False,False,"Jewell_-LRB-singer-RRB-#3: She is best known for her song , `` Love or Lust , '' featured in Bill Duke 's film , Deep Cover , as well as for singing choruses to many classic West Coast rap songs such as Snoop Dogg 's `` Gin and Juice '' and Dr. Dre 's `` Let Me Ride '' . Bill Duke Bill Duke Deep Cover Deep Cover Snoop Dogg Snoop Dogg Gin and Juice Gin and Juice Dr. Dre Dr. Dre Let Me Ride Let Me Ride","Jewell is best known for her song ""Love or Lust,"" which was featured in Bill Duke's film Deep Cover, as confirmed by multiple sources including a tribute video and her Wikipedia page. Sources: Jewell Caples Tribute: Greatest Hits | RIP 1968 - 2022 - YouTube (https://www.youtube.com/watch?v=knVV_lAVq4U); Jewell (singer) - Wikipedia (https://en.wikipedia.org/wiki/Jewell_(singer))","FALSE. Jewell is not best known for a song called ""Love or Lust"" in the film ""Deep Cover."" The film ""Deep Cover,"" directed by Bill Duke, is known for its title track by Dr. Dre and Snoop Dogg. Jewell, an R&B singer associated with Death Row Records, is known for her contributions to the label but not specifically for a song titled ""Love or Lust"" in this film.","FALSE. Explanation: Jewell (Jewell Caples), the “First Lady of Death Row,” did have a track titled “Love or Lust” on the 1992 Bill Duke film Deep Cover’s soundtrack. However, she is more widely known for her prominent vocals on Death Row releases (e.g., Dr. Dre’s The Chronic) and for her 1994 solo single “Woman to Woman,” which charted, rather than “Love or Lust.”"
35237,Philomena is a film nominated for seven awards.,True,False,True,False,Philomena_-LRB-film-RRB-#9: It was also nominated for four BAFTA Awards and three Golden Globe Awards . BAFTA Awards British Academy Film Awards,"Philomena was nominated for four Oscars and several other awards, but there is no mention of it being nominated for exactly seven awards in total. Sources: 4 Oscar Nominations for Philomena including Best actress ... (http://prideandprejudice05.blogspot.com/2014/01/4-oscar-nominations-for-philomena.html); List of accolades received by Philomena (https://en.wikipedia.org/wiki/List_of_accolades_received_by_Philomena); Philomena (film) (https://en.wikipedia.org/wiki/Philomena_(film))","TRUE. ""Philomena"" is a film that was nominated for several awards, including four Academy Awards. While it may not have been nominated for exactly seven awards at a single event, it received multiple nominations across various award ceremonies, which could total seven or more.","FALSE. Philomena (2013) received four Academy Award nominations (including Best Picture and Best Actress). Across various award bodies it had many more than seven nominations overall, so saying it was “nominated for seven awards” is inaccurate. (If intended to mean exactly seven, it’s false; if “at least seven,” it’s trivially true.)"
36333,Underdog was directed by a Belgian film director.,True,True,False,True,"Underdog_-LRB-film-RRB-#1: Directed by Frederik Du Chau and written by Joe Piscatella , Adam Rifkin , and Craig A. Williams , the film stars Jim Belushi , Peter Dinklage , John Slattery , and Patrick Warburton with the voice talents of Jason Lee , Amy Adams , and Brad Garrett . Frederik Du Chau Frederik Du Chau Adam Rifkin Adam Rifkin Jim Belushi Jim Belushi Peter Dinklage Peter Dinklage John Slattery John Slattery Patrick Warburton Patrick Warburton Brad Garrett Brad Garrett Amy Adams Amy Adams Jason Lee Jason Lee (actor) Frederik_Du_Chau#0: Frederik Du Chau -LRB- born 15 May 1965 -RRB- is a Belgian film director , screenwriter and animator . film director film director screenwriter screenwriter animator animator","Frederik Du Chau, the director of Underdog (2007), was born in Belgium, confirming his Belgian nationality. Sources: Frederik Du Chau (https://www.imdb.com/name/nm0238865/); Underdog (2007 film) (https://en.wikipedia.org/wiki/Underdog_(2007_film))","FALSE. ""Underdog"" (2007) was directed by Frederik Du Chau, who is a Belgian film director. However, if the claim refers to the 1960s animated TV series ""Underdog,"" it was not directed by a Belgian. The claim is true for the 2007 film but not for the original series. Without specific context, the claim is misleading.","TRUE. Explanation: The 2007 live-action film “Underdog” was directed by Frederik Du Chau, who is a Belgian film director. (If referring to the original 1960s TV series, that wasn’t a Belgian-directed production.)"
37996,Victoria Palace Theatre is in a place named after Queen Elizabeth.,False,True,False,False,"Victoria_Palace_Theatre#0: Victoria Palace Theatre is a West End theatre in Victoria Street , in the City of Westminster , opposite Victoria Station . West End theatre West End theatre Victoria London Victoria station Victoria Street Victoria Street, London City of Westminster City of Westminster Victoria Station London Victoria station Victoria,_London#0: Victoria is a small district in the City of Westminster in central London , named after Victoria Street and Victoria Station and therefore , indirectly , after Queen Victoria . City of Westminster City of Westminster central London central London Victoria Station Victoria station (London) Queen Victoria Queen Victoria Victoria_Palace_Theatre#0: Victoria Palace Theatre is a West End theatre in Victoria Street , in the City of Westminster , opposite Victoria Station . West End theatre West End theatre Victoria London Victoria station Victoria Street Victoria Street, London City of Westminster City of Westminster Victoria Station London Victoria station","Victoria Palace Theatre is located on Victoria Street near Victoria Station, an area named after Queen Victoria, who was a British monarch preceding Queen Elizabeth, but the name 'Victoria' in the location is historically linked to Queen Victoria rather than Queen Elizabeth. Sources: Victoria Palace Theatre London - West End (https://www.westendtheatre.com/6551/theatres/victoria-palace-theatre/); Victoria Palace Theatre London | Home of Hamilton - SeatPlan (https://seatplan.com/london/victoria-palace-theatre/)","FALSE. The Victoria Palace Theatre is located in the area of Victoria, London. The area is named after Queen Victoria, not Queen Elizabeth.","FALSE. Victoria Palace Theatre is in the Victoria area of London, which is named after Queen Victoria, not Queen Elizabeth."
38110,"The Adventures of Pluto Nash stars an actor that was born on February 5, 1961.",False,False,True,False,"The_Adventures_of_Pluto_Nash#0: The Adventures of Pluto Nash is a 2002 Australian-American science fiction action comedy film starring Eddie Murphy -LRB- in a dual role -RRB- and directed by Ron Underwood . Ron Underwood Ron Underwood Eddie Murphy Eddie Murphy science fiction science fiction film action action film comedy film comedy film Eddie_Murphy#0: Edward Regan Murphy -LRB- born April 3 , 1961 -RRB- is an American comedian , actor , writer , singer , and producer . The_Adventures_of_Pluto_Nash#1: The film co-stars Randy Quaid , Rosario Dawson , Joe Pantoliano , Jay Mohr , Luis Guzmán , James Rebhorn , Peter Boyle , Pam Grier , and John Cleese . Randy Quaid Randy Quaid Rosario Dawson Rosario Dawson Joe Pantoliano Joe Pantoliano Jay Mohr Jay Mohr Luis Guzmán Luis Guzmán James Rebhorn James Rebhorn Peter Boyle Peter Boyle Pam Grier Pam Grier John Cleese John Cleese John_Cleese#0: John Marwood Cleese -LRB- -LSB- ˈkliːz -RSB- born 27 October 1939 -RRB- is an English actor , voice actor , screenwriter , producer , and comedian . Jay_Mohr#0: Jon Ferguson Cox `` Jay '' Mohr -LRB- born Jon Ferguson Mohr ; August 23 , 1970 -RRB- is an American actor , comedian and radio host . radio host radio personality actor actor comedian comedian Joe_Pantoliano#0: Joseph Peter `` Joe '' Pantoliano -LRB- born September 12 , 1951 -RRB- , is an American character actor , who often plays shady characters , frequently criminals or corrupt police officers . character actor character actor Peter_Boyle#0: Peter Lawrence Boyle -LRB- October 8 , 1935 -- December 12 , 2006 -RRB- was an American character actor . character actor character actor Rosario_Dawson#0: Rosario Isabel Dawson -LRB- born May 9 , 1979 -RRB- is an American actress , producer , and comic book writer . Randy_Quaid#0: Randy Randall Rudy Quaid -LRB- born October 1 , 1950 -RRB- is an American actor . Luis_Guzmán#0: [missing] James_Rebhorn#0: James Robert Rebhorn -LRB- September 1 , 1948 -- March 21 , 2014 -RRB- was an American character actor who appeared in over 100 films , television series , and plays . American United States Pam_Grier#0: Pamela Suzette `` Pam '' Grier -LRB- born May 26 , 1949 -RRB- is an American actress . American United States actress actress","Eddie Murphy, the star of The Adventures of Pluto Nash, was born on April 3, 1961, not February 5, 1961. Sources: The Adventures of Pluto Nash (https://en.wikipedia.org/wiki/The_Adventures_of_Pluto_Nash); Eddie Murphy (https://www.encyclopedia.com/people/literature-and-arts/film-and-television-biographies/eddie-murphy)","TRUE. Eddie Murphy, who stars in ""The Adventures of Pluto Nash,"" was born on April 3, 1961. However, another actor in the film, Michael Ironside, was born on February 12, 1950. The claim is incorrect regarding the specific date, but it is true that Eddie Murphy, a main actor, was born in 1961.","FALSE. Explanation: The film stars Eddie Murphy (born April 3, 1961), Rosario Dawson (born May 9, 1979), and Randy Quaid (born October 1, 1950). None of the principal cast were born on February 5, 1961, and there’s no known cast member with that birthdate. (Slight uncertainty for obscure cameo roles, but no evidence supports the claim.)"
38141,Rick Ross made more than eight studio albums.,False,True,True,True,"Rick_Ross#3: In 2009 , Ross founded the record label Maybach Music Group , on which he released his studio albums Deeper Than Rap -LRB- 2009 -RRB- , Teflon Don -LRB- 2010 -RRB- , God Forgives , I Do n't -LRB- 2012 -RRB- , Mastermind , Hood Billionaire -LRB- 2014 -RRB- , Black Market -LRB- 2015 -RRB- , and Rather You Than Me -LRB- 2017 -RRB- . Maybach Music Group Maybach Music Group Deeper Than Rap Deeper Than Rap Teflon Don Teflon Don (album) Mastermind Mastermind (Rick Ross album) Hood Billionaire Hood Billionaire Black Market Black Market (Rick Ross album) Rather You Than Me Rather You Than Me",Rick Ross has released 11 studio albums according to multiple sources including Wikipedia and discography listings. Sources: Rick Ross - Wikipedia (https://en.wikipedia.org/wiki/Rick_Ross); Rick Ross discography (https://en.wikipedia.org/wiki/Rick_Ross_discography),"TRUE. As of 2023, Rick Ross has released more than eight studio albums. His discography includes: 1. ""Port of Miami"" (2006) 2. ""Trilla"" (2008) 3. ""Deeper Than Rap"" (2009) 4. ""Teflon Don"" (2010) 5. ""God Forgives, I Don't"" (2012) 6. ""Mastermind"" (2014) 7. ""Hood Billionaire"" (2014) 8. ""Black Market"" (2015) 9. ""Rather You Than Me"" (2017) 10. ""Port of Miami 2"" (2019) 11. ""Richer Than I Ever Been"" (2021) This confirms he has released more than eight studio albums.","TRUE. Rick Ross has released more than eight solo studio albums, including: Port of Miami (2006), Trilla (2008), Deeper Than Rap (2009), Teflon Don (2010), God Forgives, I Don’t (2012), Mastermind (2014), Hood Billionaire (2014), Black Market (2015), Rather You Than Me (2017), Port of Miami 2 (2019), and Richer Than I Ever Been (2021). He also released a collaborative studio album with Meek Mill in 2023."
38654,Hannah and Her Sisters ends with a Christmas dinner.,False,False,True,False,Hannah_and_Her_Sisters#0: Hannah and Her Sisters is a 1986 American comedy-drama film which tells the intertwined stories of an extended family over two years that begins and ends with a family Thanksgiving dinner . comedy-drama film comedy-drama Thanksgiving dinner Thanksgiving#Thanksgiving dinner,"The film begins and ends with Thanksgiving dinners, not Christmas dinners, as the final scene is set at a Thanksgiving gathering where Holly announces her pregnancy. Sources: HANNAH AND HER SISTERS and Narrative Cinema (https://reelclub.wordpress.com/2011/11/06/hannah-and-her-sisters-and-narrative-cinema/); [PDF] HANNAH AND HER SISTERS by Woody Allen Shooting Script, 1986 (https://indiegroundfilms.files.wordpress.com/2014/01/hannah-her-sisters-1986-shooting.pdf); Hannah and Her Sisters (https://en.wikipedia.org/wiki/Hannah_and_Her_Sisters)","TRUE. ""Hannah and Her Sisters,"" directed by Woody Allen, concludes with a Christmas dinner scene. This gathering brings the characters together and provides a resolution to the film's various storylines.","FALSE. Hannah and Her Sisters is framed by family Thanksgiving dinners. It begins and ends with Thanksgiving at Hannah’s parents’ apartment, not Christmas."
41780,Britt Robertson was in the film series Girlboss.,True,True,False,False,"Britt_Robertson#15: That same year , she headlined the Netflix comedy television series Girlboss , portraying self-made millionaire Sophia Amoruso . Netflix Netflix comedy television series comedy television series Girlboss Girlboss self-made self-made man millionaire millionaire Sophia Amoruso Sophia Amoruso Britt_Robertson#15: That same year , she headlined the Netflix comedy television series Girlboss , portraying self-made millionaire Sophia Amoruso . Netflix Netflix comedy television series comedy television series Girlboss Girlboss self-made self-made man millionaire millionaire Sophia Amoruso Sophia Amoruso","Britt Robertson starred as Sophia Marlowe, the lead character in the Netflix series Girlboss, which is based on Sophia Amoruso's story. Sources: Who is Girlboss star Britt Robertson, and who does she ... (https://www.radiotimes.com/tv/comedy/who-is-girlboss-star-britt-robertson-and-who-does-she-play-in-the-netflix-series/); Girlboss (TV series) (https://en.wikipedia.org/wiki/Girlboss_(TV_series))","FALSE. Britt Robertson was not in the film series ""Girlboss."" ""Girlboss"" is actually a television series, not a film series, and it starred Britt Robertson in the lead role.","FALSE. Britt Robertson starred in the Netflix TV series Girlboss (2017), not a film series."
44347,Duff McKagan was born in May of 1964.,False,False,True,False,"Duff_McKagan#0: Michael Andrew `` Duff '' McKagan -LRB- born February 5 , 1964 -RRB- is an American musician , singer , songwriter and author .","Duff McKagan was born on February 5, 1964, not in May 1964, as confirmed by multiple sources including WDHA Rock Star Birthday and Britannica. Sources: WDHA Rock Star Birthday: Axl Rose - February 6, 1962 & Duff ... (https://wdhafm.com/listicle/wdha-rock-star-birthday-axl-rose-february-6-1962-duff-mckagan-february-5-1964/); Duff McKagan | American musician - Britannica (https://www.britannica.com/biography/Duff-McKagan)","TRUE. Duff McKagan was born on February 5, 1964.","FALSE. Duff McKagan was born on February 5, 1964, not in May."
